"DID","NAME","DOB","IMAGE"
77123,"Gonzalo López-Gallego","","http://image.tmdb.org/t/p/original/2C0IA635PgBHctQd60RJdROuJ1j.jpg"
77147,"John Erick Dowdle","",""
77162,"Rodrigo García","8/24/1959","http://image.tmdb.org/t/p/original/2ZdPSluSqkggDp1nGqMCz1Odn4m.jpg"
77269,"John Crowley","","http://image.tmdb.org/t/p/original/93xRmthDSI07mhaGx05pdqOdiER.jpg"
77301,"Jiang Wen","1/5/1963","http://image.tmdb.org/t/p/original/sLLXxXg11VFdVYFthF9RB8wIQKv.jpg"
77357,"Rupert Wyatt","10/26/1972","http://image.tmdb.org/t/p/original/v3ws9iAETreGVuoHXKGFPkZszgy.jpg"
77441,"Darren Grant","",""
77488,"Saul Blinkoff","11/7/1972",""
77919,"Tim McCanlies","",""
77965,"Morten Tyldum","","http://image.tmdb.org/t/p/original/Jjdf8X3cdW5TQebY7xwREkHCCk.jpg"
78108,"Isaac Florentine","","http://image.tmdb.org/t/p/original/kWc18RchR1QYnd6PRfRa3Q4EenH.jpg"
78562,"Phil Traill","6/6/1973",""
78914,"Noam Murro","","http://image.tmdb.org/t/p/original/u7FyryITMLNsBvuqNWcvSReF2lC.jpg"
79434,"Craig Zobel","",""
79656,"John Schultz","","http://image.tmdb.org/t/p/original/ePis8HPrAlCrkry1VMaHxsdrq4u.jpg"
80261,"Robin Hardy","10/10/1929","http://image.tmdb.org/t/p/original/qpaluWgurG8TbCT05OW18aum39b.jpg"
80602,"Tyler Perry","9/13/1969","http://image.tmdb.org/t/p/original/fdBvkrv4lSKZ97eDLpmjlK1Tnbx.jpg"
80671,"John Sanford","5/31/1904",""
80672,"Peggy Holmes","",""
80691,"Gary Chapman","",""
80923,"Måns Mårlind","7/29/1969","http://image.tmdb.org/t/p/original/yrO9JKHZY3KWBSInBdKMzjQBHkW.jpg"
80924,"Björn Stein","11/17/1970","http://image.tmdb.org/t/p/original/djDzNZTxQ7dDURUOtI3FP9U0fsv.jpg"
81201,"Charles Guard","",""
81251,"Banjong Pisanthanakun","","http://image.tmdb.org/t/p/original/iEip03249TJ8RCq6FM1tTwks8CG.jpg"
81328,"Andrew Traucki","","http://image.tmdb.org/t/p/original/emU2QllPqnzjlnQn8z4f5guJUZr.jpg"
81437,"Philippe Falardeau","",""
81476,"Ariel Vromen","2/14/1973",""
81613,"Brian A. Miller","",""
81809,"Declan Lowney","",""
81850,"Duncan Jones","5/30/1971","http://image.tmdb.org/t/p/original/zTYoW8CswaI2oxfXsww5VO5bwuV.jpg"
81856,"Nicholas Jarecki","",""
82194,"Neill Blomkamp","9/17/1979","http://image.tmdb.org/t/p/original/wM1ACz7B2km2KGkxA1sg3QyHrtL.jpg"
82226,"Charlie McDowell","10/7/1983",""
82335,"Richard Glatzer","",""
82337,"Wash Westmoreland","",""
82351,"Henrik Ruben Genz","",""
82418,"Erik Van Looy","4/26/1962",""
82511,"Will Gluck","","http://image.tmdb.org/t/p/original/67A9XvitqSXL4w6PftXkG15L0C.jpg"
82566,"Anders Morgenthaler","12/5/1972",""
82839,"Henry Alex Rubin","",""
83281,"Lenny Abrahamson","",""
83287,"Lynne Ramsay","12/5/1969",""
83313,"Melanie Mayron","10/20/1952","http://image.tmdb.org/t/p/original/vFDm9CyXqbUBnbunSBVNlwuMrkY.jpg"
83730,"Jonathan English","",""
83858,"Simon Barrett","","http://image.tmdb.org/t/p/original/ucJy0Ia79AX6iLZr8A9NaBnVYaw.jpg"
83985,"Scott Wiper","7/22/1970","http://image.tmdb.org/t/p/original/kxgrXbcTWozS9uPLgRgBupJb2i9.jpg"
84061,"Daniel Barnz","","http://image.tmdb.org/t/p/original/rBlhnxatVxjdLah2nrSNhGuKVu6.jpg"
84335,"Joe Lynch","",""
84697,"E.L. Katz","","http://image.tmdb.org/t/p/original/6blajg1tjbc0uZgSPpYqf94wkzg.jpg"
84851,"Hoyt Yeatman","1/23/1955",""
84931,"Michael Cuesta","7/8/1963","http://image.tmdb.org/t/p/original/n3iTN6e1Bq13WlalqddULpsnEUn.jpg"
84962,"Stiles White","",""
85675,"Rajkumar Hirani","11/20/1962",""
86203,"Bart Freundlich","1/17/1970",""
86255,"Sebastián Cordero","5/23/1972",""
86270,"Joseph Kosinski","5/3/1974","http://image.tmdb.org/t/p/original/q83mNUDP6eVjlY9D6LCjJcXPlsX.jpg"
86482,"Mark Tonderai","","http://image.tmdb.org/t/p/original/uDfYWgrwCZbsUIR8CvI9fG0eTnk.jpg"
87055,"Karen Disher","8/6/1972",""
87082,"Jim Mickle","",""
87130,"Mark A.Z. Dippé","","http://image.tmdb.org/t/p/original/aXHVL2NmsCnMgwnacF2YBkOJ73x.jpg"
87257,"Cary Fukunaga","7/10/1977","http://image.tmdb.org/t/p/original/9BDeASL8E1Rr55fn0uQwEv1EAH6.jpg"
87438,"Seth Grossman","",""
87565,"Savage Steve Holland","",""
87695,"Carlo Carlei","",""
87742,"Marc Webb","8/31/1974","http://image.tmdb.org/t/p/original/7uFlVK5BDTjk6IK9iBCmfrdaAs6.jpg"
88039,"Steven R. Monroe","9/15/1964","http://image.tmdb.org/t/p/original/6CeSKA4OIbdPpkuX6SKYCH3RAnk.jpg"
88391,"Jeremy Podeswa","","http://image.tmdb.org/t/p/original/fdzF8YFdXRh4iwwlO0kpsFn6QIY.jpg"
88556,"Glenn McQuaid","",""
88967,"Greg Berlanti","5/24/1972","http://image.tmdb.org/t/p/original/whgObTVikOpvjEmBl3u7jEibbfK.jpg"
89112,"Anthony Leondis","3/24/1972",""
90367,"Sam Liu","",""
90429,"Mike McCoy","",""
90492,"Lynn Shelton","","http://image.tmdb.org/t/p/original/rKidRtakuSjXv13CjkYXcOeiKPq.jpg"
90508,"Ruairi Robinson","2/15/1978","http://image.tmdb.org/t/p/original/lEvsZXpTu4MwV4LRF2kRQWbKetU.jpg"
90575,"Daniel Schechter","",""
90591,"Oren Peli","","http://image.tmdb.org/t/p/original/2ErEEBPbjnLHtRTZqxgnRHUYcoH.jpg"
90607,"Massy Tadjedin","",""
90812,"Scott Mann","",""
91268,"Ruben Fleischer","10/31/1974","http://image.tmdb.org/t/p/original/5BrXeKb0XxT0g20F35ndC05ztbZ.jpg"
92657,"Scott Sanders","6/10/1968","http://image.tmdb.org/t/p/original/ql1ylERLJr8O4fNPhCf3uQ1YLgx.jpg"
92694,"Elliot M. Bour","3/20/1969","http://image.tmdb.org/t/p/original/xIeDCJldUefJzwQ3rrEe8EkirwR.jpg"
92695,"Robin Steele","",""
92733,"Adam Elliot","1/2/1972","http://image.tmdb.org/t/p/original/6EXr5WTdWQvA45GPULmCnupZzo9.jpg"
93136,"Charles Binamé","",""
93214,"Steven Quale","",""
93301,"Jun Falkenstein","5/7/1969",""
93419,"Don Scardino","2/17/1949","http://image.tmdb.org/t/p/original/6rBKmyqtLd2elNYUk1lDqgbsOue.jpg"
93468,"Gareth Carrivick","",""
94075,"David Soren","","http://image.tmdb.org/t/p/original/gDxfltxyHeR0uhBAhYniT9zQEEw.jpg"
94108,"Dennis Iliadis","","http://image.tmdb.org/t/p/original/hYagrD5DSqvYXHIBhRwU1cjhPoJ.jpg"
94220,"Àlex Pastor","3/13/1981",""
94222,"David Pastor","",""
94815,"Louie Psihoyos","",""
94918,"Daniel Barber","",""
95024,"Bobcat Goldthwait","5/26/1962","http://image.tmdb.org/t/p/original/wYwGbSqEGAqpT4or8YHQ79ycoz4.jpg"
95320,"Rodrigo Cortés","5/31/1973","http://image.tmdb.org/t/p/original/iGeAsnt5Ni96dbQD7FnClc4UQDB.jpg"
95687,"Robert Kenner","",""
96166,"John Curran","9/11/1960","http://image.tmdb.org/t/p/original/cA9M4wA38ONyMUCWAn43up6VO8n.jpg"
96323,"Marcel Sarmiento","","http://image.tmdb.org/t/p/original/eWm5SFoLoAl91N2rKQfTgFtnGNm.jpg"
96439,"Nanette Burstein","5/23/1970","http://image.tmdb.org/t/p/original/2FSwFLtjklTI2CWiNIozXCPj3l.jpg"
96676,"Tomm Moore","1/7/1977","http://image.tmdb.org/t/p/original/mQsxkLXfPgUdtBZsUgfG1oDGucm.jpg"
96677,"Nora Twomey","10/31/1971",""
97026,"John Luessenhop","","http://image.tmdb.org/t/p/original/HI2jnUyVBZu2xYOohzjM4nB8XQ.jpg"
97555,"Roel Reiné","6/19/1969","http://image.tmdb.org/t/p/original/f4KlQ4lfZZwbuz6Wu5N6Gfbur6p.jpg"
97942,"Jonathan Teplitzky","",""
98103,"Richard Ayoade","6/12/1977","http://image.tmdb.org/t/p/original/dlmTQxPnoAUYfOd01bHbV0wFGfg.jpg"
98521,"Floria Sigismondi","","http://image.tmdb.org/t/p/original/e8XLIjgGijBWSie3NETRHOmIAfN.jpg"
98631,"Adam Wingard","10/3/1982","http://image.tmdb.org/t/p/original/1REtc4xYwyT2XcbGCJbCEtvBBwm.jpg"
100888,"Chuck Jones","9/21/1912","http://image.tmdb.org/t/p/original/6JpwLPN4ugD5sw5Z0zjPQf6nhh8.jpg"
101444,"Scott McGehee","","http://image.tmdb.org/t/p/original/yEXNO9FHYshsXOM2QRJNN8Xv7zm.jpg"
101446,"David Siegel","","http://image.tmdb.org/t/p/original/eZfwXXLE8lChZnd3RUqDD34I4hn.jpg"
101518,"Kevin Tancharoen","4/23/1984","http://image.tmdb.org/t/p/original/eukjHprzZ8lW2cXedMDcTBXJAop.jpg"
101542,"Ti West","10/5/1980","http://image.tmdb.org/t/p/original/vRxN4eGT6X5MMdjpExZ0YvjDeg9.jpg"
101666,"Paul King","",""
102109,"Brett Morgen","","http://image.tmdb.org/t/p/original/6rmyfx5DTf0FPYBSICDkxc6DOcW.jpg"
105239,"Stuart Hazeldine","6/10/1971","http://image.tmdb.org/t/p/original/7ILjmwLXlv9q8WmtQzGE3nqcwXZ.jpg"
105574,"Adrián García Bogliano","","http://image.tmdb.org/t/p/original/eX4R3hjgpfblyVhxm9rDQHaTxK4.jpg"
105643,"Jay Oliva","","http://image.tmdb.org/t/p/original/az4rTiBwQlsUUK8WGNZpOI69QLo.jpg"
105648,"Nat Faxon","","http://image.tmdb.org/t/p/original/vvT2BZrhz3AfeeOU3ECXtnDsufN.jpg"
107274,"Richard Rich","",""
107446,"Phil Lord","7/12/1975","http://image.tmdb.org/t/p/original/3xY4veMGydyYHnOG8CjqIg0odi.jpg"
107490,"Jaco Van Dormael","",""
107941,"Yûdai Yamaguchi","",""
109402,"Rob Epstein","4/6/1955",""
109403,"Jeffrey Friedman","8/24/1951",""
109745,"Lee Toland Krieger","",""
109857,"Thor Freudenthal","",""
111094,"Heitor Dhalia","1/18/1970",""
111686,"Jim Field Smith","2/20/1979","http://image.tmdb.org/t/p/original/2uLvYk0qKwnQTSw3uMgxHc4UMgs.jpg"
111736,"Klay Hall","",""
111807,"Matthew Warchus","",""
112280,"Yoshihiro Nishimura","4/1/1969","http://image.tmdb.org/t/p/original/8cwQr1whUTQ7R1o0BHhQRYjyfHY.jpg"
113225,"Alan Poul","5/1/1954","http://image.tmdb.org/t/p/original/6wzLRoaq3D4HkE9TEdV3ssLO4Ne.jpg"
113285,"Ben Washam","3/17/1915",""
113500,"Philipp Stölzl","",""
113600,"Susanna White","",""
113609,"Pascal Bourdiaux","",""
113911,"Yasuhiro Aoki","",""
114334,"David Michôd","","http://image.tmdb.org/t/p/original/2BD1vy3Q96l7jhXdA3t8KM8xkmP.jpg"
114404,"Miguel Sapochnik","","http://image.tmdb.org/t/p/original/78aERjKz3MGE2eGJXgp92aDQy0D.jpg"
114597,"Julie Anne Robinson","","http://image.tmdb.org/t/p/original/6NBh5K9k5OV3RoU458RajwLjqOi.jpg"
115033,"Eric Heisserer","",""
116357,"Scott Stewart","","http://image.tmdb.org/t/p/original/xzWkWE9WxeqqLp75pReYDAUQsBZ.jpg"
116370,"Matthew Diamond","","http://image.tmdb.org/t/p/original/5jQm4Tm1xIATDcxWBPQ5YYPoAyD.jpg"
116805,"Paul Feig","9/17/1962","http://image.tmdb.org/t/p/original/68XiL9p5KAKtWK9F6q435ChzpBL.jpg"
117052,"Jorge Blanco","3/21/1945","http://image.tmdb.org/t/p/original/zTqe8QQRch4epGYmr09ToIs1QJW.jpg"
117794,"Chris Morris","6/15/1962","http://image.tmdb.org/t/p/original/wsOfuOHaNGENT1d9rGEinqbYXsW.jpg"
118303,"Nacho Vigalondo","","http://image.tmdb.org/t/p/original/pYgf9PwkQ1gPjus4bw3f27yGCrh.jpg"
118369,"Ernesto Díaz Espinoza","6/10/1978","http://image.tmdb.org/t/p/original/76us4UqIt1Ve87ahDvHwkKD6F6k.jpg"
118639,"Tom Six","8/29/1973","http://image.tmdb.org/t/p/original/dkj0gsN4twgJqhQmI4EY2OnGW6D.jpg"
119368,"Jennifer Westfeldt","2/2/1970","http://image.tmdb.org/t/p/original/1hlgOcncHWUFaLN2ZrweNl6qMOw.jpg"
119406,"Elliott Lester","","http://image.tmdb.org/t/p/original/2VVIVzl47jSwYGAds5pCniGz17v.jpg"
119417,"Gavin Wiesen","","http://image.tmdb.org/t/p/original/b6rlzYdkS5SBmfFRT1mxb3PCzJt.jpg"
119953,"Gabe Ibáñez","",""
120245,"Daniel Stamm","4/20/1976",""
120615,"Tom Ford","8/27/1961","http://image.tmdb.org/t/p/original/yyOaH6eVlraIqQFoNq5zYtswOmK.jpg"
121830,"Nathan Greno","","http://image.tmdb.org/t/p/original/7MobIiqJBvbgJ2pnUvo6E7XfFFx.jpg"
121873,"Debra Granik","2/6/1963","http://image.tmdb.org/t/p/original/5jZFDfbLiQTSBlioiQeuM0FPCNn.jpg"
122449,"Steve James","2/19/1952","http://image.tmdb.org/t/p/original/xDbq83XNYa52oG8YxTPTAooxmUc.jpg"
124279,"Brandon Vietti","",""
124747,"Pierre Coffin","","http://image.tmdb.org/t/p/original/enSQNAwRSDPq9M9VZ1yjDwKWbev.jpg"
124748,"Chris Renaud","","http://image.tmdb.org/t/p/original/mJGkOnJ8NrLt11p9qdaXsBF63BC.jpg"
125324,"William Eubank","",""
125738,"Daniel Espinosa","3/23/1977","http://image.tmdb.org/t/p/original/q7OXWizbUr6fdDAkEJiOynR4Zh1.jpg"
126638,"Mark Andrews","","http://image.tmdb.org/t/p/original/y6pEiI8bZwITAIyowC93oOuN4TC.jpg"
126882,"Declan O'Brien","",""
126910,"Derrick Borte","12/7/1967","http://image.tmdb.org/t/p/original/7LR9AWE1DovObZhiJY9mw1jPIkr.jpg"
126945,"Brian Percival","",""
129715,"Agnieszka Wojtowicz-Vosloo","","http://image.tmdb.org/t/p/original/8xXquA5vDFc4xl1bvi70rFDB63A.jpg"
129718,"Shana Feste","8/28/1976","http://image.tmdb.org/t/p/original/Ai9XWB3Nq5w0ueTgMfx8JkxptIp.jpg"
129894,"Gareth Edwards","","http://image.tmdb.org/t/p/original/nUs4hkGgByttwgNYafKlDvGzUsi.jpg"
129937,"Hélène Cattet","","http://image.tmdb.org/t/p/original/nrIYv1BLzaJwqcUZmtVm1fLUHUo.jpg"
129938,"Bruno Forzani","","http://image.tmdb.org/t/p/original/guUHdORa8SrkIYcefQzvRBK9on2.jpg"
129952,"Sean McNamara","5/9/1962","http://image.tmdb.org/t/p/original/cJqKChoJhnyCdtkMCRo69fofxgD.jpg"
130051,"Craig Moss","",""
130816,"Jesse Peretz","5/19/1968","http://image.tmdb.org/t/p/original/1oLwXu3xXFzcaMv1hMRb8rrngbn.jpg"
130938,"Sergey Bodrov","6/28/1948","http://image.tmdb.org/t/p/original/2SWZcHMt9c02OrTqV1lXMAhx0tg.jpg"
131242,"Anthony Bell","",""
131521,"Spencer Susser","","http://image.tmdb.org/t/p/original/jpFpEbbaHIki1SM8SORJTMiowFd.jpg"
131617,"Banksy","","http://image.tmdb.org/t/p/original/kCP7tiDBjizbJlAqt5aUf67PdH2.jpg"
131948,"Tim Hetherington","12/5/1970","http://image.tmdb.org/t/p/original/jeTgam37BZeM5aIf0QkuTh9UfOL.jpg"
132876,"Brad Peyton","","http://image.tmdb.org/t/p/original/vahID4tRrJqTt5ZSsMD8DFvVo1W.jpg"
132964,"Drake Doremus","3/29/1983","http://image.tmdb.org/t/p/original/6giCKXwwLyJAb1AShikj82TexCd.jpg"
133398,"Quentin Dupieux","4/14/1974","http://image.tmdb.org/t/p/original/r68EwqEiAZDFnkPRbMmNJMkUlU1.jpg"
133403,"Simon Rumley","",""
133406,"Dan Rush","","http://image.tmdb.org/t/p/original/2r2lzpEhJqQjzKN8AdvMFhpQssF.jpg"
133502,"Simon Curtis","3/11/1960","http://image.tmdb.org/t/p/original/qr8CGkWwxHOhxqZ9OsVNU1pOp8n.jpg"
134156,"Sam Miller","9/28/1962","http://image.tmdb.org/t/p/original/4d8TvENmraAu4Z6a51T2Qw8tRYn.jpg"
134604,"Ben Ketai","",""
135601,"Troy Nixey","",""
136141,"Andrew Goth","",""
136495,"Damien Chazelle","1/19/1985","http://image.tmdb.org/t/p/original/x5bpTU8b2mwgPpPDGJGWsJ1Qt3t.jpg"
137262,"Steve Purcell","","http://image.tmdb.org/t/p/original/6yqVvBbOeZDhEyEngZd6I1uTMdf.jpg"
137427,"Denis Villeneuve","10/3/1967","http://image.tmdb.org/t/p/original/uRzwzBRJVqsFjlrvF53zYJhIJRI.jpg"
137467,"Ben Wheatley","","http://image.tmdb.org/t/p/original/dhwp8mvrDxqDjgf2a7HcW5PrPVo.jpg"
138557,"Kaare Andrews","",""
138857,"Jacques Cluzaud","","http://image.tmdb.org/t/p/original/luF3sg9QPtLN48j2enl3vhh95gy.jpg"
139098,"Derek Cianfrance","","http://image.tmdb.org/t/p/original/2yF3xnSvjBdDMLs2wFaZeoLCPpZ.jpg"
139851,"Toby Shelton","",""
140372,"David Palmer","",""
141169,"Sngmoo Lee","","http://image.tmdb.org/t/p/original/gLxG05ZLSzscO7HbusdPgd0Sv9g.jpg"
141450,"Mel Smith","12/3/1952","http://image.tmdb.org/t/p/original/t9aojcL97IStdae9fP90D84NlSJ.jpg"
141673,"Jason Eisener","","http://image.tmdb.org/t/p/original/wyJT6AudILAVL6LgBmDgEQBrzlv.jpg"
141675,"Jason Winer","","http://image.tmdb.org/t/p/original/6X7zuwKp2QMguZt0PgHaEwTuVNK.jpg"
141688,"Gary McKendry","",""
141962,"David Bruckner","","http://image.tmdb.org/t/p/original/ogcp72B4ry8Rtbj8trpsplHBz7W.jpg"
142007,"Steve Trenbirth","",""
142013,"Gareth Evans","","http://image.tmdb.org/t/p/original/alW7ScKUxyiI2TOBYOZkACsLD7c.jpg"
142272,"Henry Joost","","http://image.tmdb.org/t/p/original/wP5btUyPGGinHoa3GJmudZB8Pwt.jpg"
142276,"Ariel Schulman","","http://image.tmdb.org/t/p/original/jWQRMBFA4AajaA0DJ3CrLzZ2Vby.jpg"
142312,"Jennifer Yuh","",""
143059,"Patrick Hughes","","http://image.tmdb.org/t/p/original/rV0KCoEApr6Zijt3NA3S5LIIvEm.jpg"
143079,"Christian E. Christiansen","12/14/1972",""
143593,"Xavier Dolan","3/20/1989","http://image.tmdb.org/t/p/original/rXWs3ojOKvdRj95PP8dXY9yVqDe.jpg"
144009,"Josh Radnor","7/29/1974","http://image.tmdb.org/t/p/original/NiPvX9YvxMNuUNqonYuF4EKLAV.jpg"
144221,"Brad Furman","","http://image.tmdb.org/t/p/original/o1NbAcrBHaX8Qsk2AV95TEY0iLR.jpg"
144232,"Gregg Bishop","",""
144977,"Larry Roemer","",""
145228,"Jalmari Helander","",""
145867,"Kasper Barfoed","",""
146439,"James Ward Byrkit","",""
147695,"Thomas Cappelen Malling","",""
149961,"Anthony Burns","9/13/1975","http://image.tmdb.org/t/p/original/7ajCtJcNoIp4cGyBrYXGMKQYy42.jpg"
150003,"Graham Heid","11/14/1909","http://image.tmdb.org/t/p/original/rdIvcgIiWFnMD5dqZVjjGcomqBM.jpg"
150098,"Rupert Goold","",""
150207,"Jeffrey Hornaday","",""
150630,"Nicholas McCarthy","",""
153882,"Rusty Cundieff","",""
154705,"Chris Butler","","http://image.tmdb.org/t/p/original/1Og4LcnyrdHfWl6nYEtxLbPHjqn.jpg"
155267,"Chris Miller","9/23/1975","http://image.tmdb.org/t/p/original/tBJhILp15Gvog1qkeTkYhtb7NBW.jpg"
155531,"Joe Cornish","12/20/1968","http://image.tmdb.org/t/p/original/hVISeuZZwCwSol9tKz9hKL1zCzx.jpg"
160942,"Norman Wright","",""
161932,"Jim Rash","7/15/1970","http://image.tmdb.org/t/p/original/eWBHlcgATCzoAqNDI7xiAPi7g1d.jpg"
164554,"Jennifer Kent","1/1/1971","http://image.tmdb.org/t/p/original/iJJsg4uhQYhibvf1v7ME8EuJoeV.jpg"
165787,"Rich Moore","5/10/1963","http://image.tmdb.org/t/p/original/9KfA5vZiSk3dBvXHlKAjDTnwlxc.jpg"
166291,"Tony To","",""
168330,"Ben Lewin","",""
168667,"Jason Moore","","http://image.tmdb.org/t/p/original/5zNb9ZYiFa9dHrDfw1koDZRW6xt.jpg"
168798,"Josh Schwartz","8/6/1976",""
170820,"Ben Falcone","8/25/1973","http://image.tmdb.org/t/p/original/4G3tXncnw62InpXYoQFRcoBcW7v.jpg"
174917,"Stephen Kay","",""
175463,"Ben Palmer","",""
182636,"Jordan Rubin","",""
185438,"Genndy Tartakovsky","",""
186783,"Daniel Nettheim","",""
204553,"Ethan Spaulding","",""
206169,"Jon Schnepp","5/16/1967","http://image.tmdb.org/t/p/original/imVMhYd14iXJjGuucKL5EZktghD.jpg"
208113,"Sarah Smith","",""
208527,"Yann Demange","1/1/1977",""
210053,"Roberts Gannaway","","http://image.tmdb.org/t/p/original/7q1wZMMoRVdNcn12gKKT73dpFTQ.jpg"
212240,"Tom Harper","1/7/1980","http://image.tmdb.org/t/p/original/zXyuNKdDtcvwpVEm4hjXMETEK9P.jpg"
217174,"Paul Tibbitt","","http://image.tmdb.org/t/p/original/jvktwu564KFtVLOGcOJmYq09fSk.jpg"
217587,"Leslye Headland","",""
220691,"Laura Poitras","","http://image.tmdb.org/t/p/original/myMSEHXFLQvfFMW8J2WEV5j2OUn.jpg"
221764,"Hiroshi Morioka","",""
222470,"Todd Strauss-Schulson","1/24/1980",""
223516,"Benh Zeitlin","","http://image.tmdb.org/t/p/original/vyOv48kG3s03cwNhAWPv1Yp71D8.jpg"
223886,"Thomas Guard","",""
225976,"Dan Scanlon","",""
226089,"Scott Moore","","http://image.tmdb.org/t/p/original/neOJNZYO1DYNa2eEqJHBSUXBxqM.jpg"
226599,"Norm Ferguson","9/2/1902","http://image.tmdb.org/t/p/original/o6ZqI5lXaQW3q05ri2WyMUZKYLg.jpg"
227438,"Stephen Anderson","6/5/1970","http://image.tmdb.org/t/p/original/u3b80Ih4OglwadcChiXyYOxYtaz.jpg"
227439,"Don Hall","",""
228134,"Rupert Sanders","","http://image.tmdb.org/t/p/original/kQyRb1BmPy6or6FHMstS2e7L3J8.jpg"
229002,"Jeff Renfroe","",""
229568,"Lisa Azuelos","11/6/1965","http://image.tmdb.org/t/p/original/lJCesY1XCxjJLG405fX6xLyPFHd.jpg"
229962,"Mike Thurmeier","","http://image.tmdb.org/t/p/original/zrnMfWbX5rrmZSmTPZZDD6RqdOE.jpg"
232858,"Sarik Andreasyan","",""
234824,"Eugenio Mira","9/23/1977",""
235430,"Timo Tjahjanto","","http://image.tmdb.org/t/p/original/wpLvjT1yUs1de8OVkK8gnVxMbOD.jpg"
236539,"Jordan Vogt-Roberts","",""
236859,"Michaël R. Roskam","","http://image.tmdb.org/t/p/original/3BJ6YRmntYmuSqAJNwwVPHTJNN5.jpg"
238679,"Brin Hill","",""
239404,"Julia Leigh","",""
239571,"Carl Rinsch","",""
239672,"Felix Van Groeningen","",""
264113,"Tanya Wexler","",""
288710,"Liz W. Garcia","",""
293911,"Scott Waugh","",""
303056,"Craig Johnson","",""
523789,"Aaron Harvey","10/28/1980",""
524700,"David Brooks","8/11/1961",""
527607,"Sean Durkin","","http://image.tmdb.org/t/p/original/wbDGsTdy49K77eRtZyVGc4yO5h.jpg"
533061,"Dave Grohl","1/14/1969","http://image.tmdb.org/t/p/original/ywJweFzFBeZXXJNmDnWT0xLrH37.jpg"
543568,"Kim Jee-woon","5/27/1964","http://image.tmdb.org/t/p/original/tqZ0HprSHXrxGC4V7R4uA1BCLM4.jpg"
543842,"David Guy Levy","",""
544130,"Jen Soska","4/29/1983","http://image.tmdb.org/t/p/original/gaW8ZEffbXvHiGgmm1GbASvfgKz.jpg"
544134,"Sylvia Soska","","http://image.tmdb.org/t/p/original/hu1ysqofGcwAAHLMw1cP4UV64e4.jpg"
544655,"Fabrice Eboué","6/7/1977","http://image.tmdb.org/t/p/original/wqqKuqmIGQYcvQANJwJm6nnq8Pd.jpg"
551463,"Mike Flanagan","5/20/1978","http://image.tmdb.org/t/p/original/tKZNHwieLMbh03XPA8unuG8Tw3i.jpg"
556172,"J.C. Chandor ","","http://image.tmdb.org/t/p/original/mvNMQ2c23j6mVG0jqplWRneHLmU.jpg"
557179,"Ed Gass-Donnelly","",""
557880,"Jorge Michel Grau","","http://image.tmdb.org/t/p/original/w94m7lOsaSuHBVX82NVaOsOTvZP.jpg"
558929,"David Robert Mitchell","",""
559968,"Leslie Small","",""
561061,"Neil Nightingale","",""
565297,"Jeff Newitt","",""
566328,"Michael Sucsy","2/14/1973",""
568279,"Daniel Benmayor","",""
574660,"Srđan Spasojević","","http://image.tmdb.org/t/p/original/sLvVXW8YxeSBJ86JUzY2kRF2iGr.jpg"
582918,"Nick Murphy ","",""
583479,"Aaron Moorhead","",""
587800,"Todd Lincoln ","",""
589402,"Adrian Grunberg","",""
592493,"David Lowery","1/1/1980","http://image.tmdb.org/t/p/original/soYt2uITKFDaWPBhe3fft6jNyav.jpg"
836732,"Jake Schreier","",""
844266,"Jon Erwin","",""
859754,"Bart Layton","",""
909318,"Andrew Erwin","",""
928490,"Camille Delamarre","",""
928915,"David Gelb","10/16/1983",""
929825,"Ava DuVernay","8/24/1972","http://image.tmdb.org/t/p/original/tOo78QstRcAPyii0BPSmWcTDRG9.jpg"
929917,"Lee Sternthal","","http://image.tmdb.org/t/p/original/668FyfP28cGPkAt9AlEum81JQ2p.jpg"
930221,"Jong-Sik Nam","",""
930706,"Rodney Ascher","",""
930707,"Colin Trevorrow","9/13/1976","http://image.tmdb.org/t/p/original/txsIRCos9meRg5dYCsrJ2BNbrsB.jpg"
930708,"Malik Bendjelloul","",""
930710,"James Ponsoldt","",""
932088,"Scott Speer","","http://image.tmdb.org/t/p/original/ecEC3qcC5B9wEdDzobAZBQVaWKb.jpg"
932248,"Fede Alvarez","","http://image.tmdb.org/t/p/original/dFlExxHuo6hl3GbNM8gisSsGp9P.jpg"
933739,"Zal Batmanglij","","http://image.tmdb.org/t/p/original/kkDU7v5eDZTWbRIoPsRYT3AdcoG.jpg"
934803,"Josh Trank","2/19/1985",""
935179,"Lee Hardcastle","",""
936154,"Stephen St. Leger","","http://image.tmdb.org/t/p/original/aD047Tx772IeCqQR6bITIclEsHE.jpg"
937340,"Harold Cronk","10/27/1974",""
938681,"James Duffy","",""
938682,"Patrik Forsberg","",""
968303,"Javier Abad","","http://image.tmdb.org/t/p/original/1Ci4SDKhh24rqLN3Ro0KUdNpyGV.jpg"
991868,"Ari Sandel","",""
1011158,"Florent-Emilio Siri","3/2/1965","http://image.tmdb.org/t/p/original/ub0u9aMCQwO43jpEFgxnkS6jpl6.jpg"
1024823,"Brian A Miller","",""
1027737,"Robin Budd","",""
1027738,"Donovan Cook","",""
1032536,"Robert Stromberg","","http://image.tmdb.org/t/p/original/gqP1k0dJxRVj08xudosdROOn2UK.jpg"
1033844,"Tom Ellery","",""
1039527,"Tyler Gillett","",""
1039528,"Justin Martinez","",""
1039529,"Chad Villella","",""
